Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Description,Environment,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocker),Outward issue link (Cloners),Outward issue link (Duplicate),Outward issue link (Incorporates),Outward issue link (Reference),Outward issue link (Reference),Outward issue link (Regression),Outward issue link (dependent),Outward issue link (dependent),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Attachment count),Custom field (Blog - New Blog Administrators),Custom field (Blog - New Blog PMC),Custom field (Blog - Write access),Custom field (Blog Administrator?),Custom field (Blogs - Admin for blog),Custom field (Blogs - Email Address),Custom field (Blogs - Existing Blog Access Level),Custom field (Blogs - Existing Blog Name),Custom field (Blogs - New Blog Write Access),Custom field (Blogs - Username),Custom field (Bug Category),Custom field (Bugzilla - Email Notification Address),Custom field (Bugzilla - List of usernames),Custom field (Bugzilla - PMC Name),Custom field (Bugzilla - Project Name),Custom field (Bugzilla Id),Custom field (Change Category),Custom field (Complexity),Custom field (Date of First Response),Custom field (Discovered By),Custom field (Docs Text),Custom field (Enable Automatic Patch Review),Custom field (Epic Link),Custom field (Existing GitBox Approval),Custom field (External issue URL),Custom field (Git Notification Mailing List),Custom field (Git Repository Import Path),Custom field (Git Repository Name),Custom field (Git Repository Type),Custom field (GitHub Options),Custom field (Github Integration),Custom field (Github Integrations - Other),Custom field (Global Rank),Custom field (INFRA - Subversion Repository Path),Custom field (Initial Confluence Contributors),Custom field (Last public comment date),Custom field (Machine Readable Info),Custom field (New-TLP-TLPName),Custom field (Priority),Custom field (Project),Custom field (Protected Branch),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Severity),Custom field (Severity),Custom field (Space Description),Custom field (Space Key),Custom field (Space Name),Custom field (Test and Documentation Plan),Custom field (Testcase included),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
OBR resolution process does not consider capability namespace,FELIX-638,12400660,Bug,Closed,FELIX,Felix,software,karlpauls,"OSGi container, services, and related tools",http://felix.apache.org,Major,Fixed,rickhall,rickhall,rickhall,21/Jul/08 13:58,27/Aug/08 19:30,14/Mar/19 02:47,21/Jul/08 14:42,,,,,,,,,,,bundlerepository-1.2.0,,,,Bundle Repository (OBR),,,,,,,0,,,,,,"Originally, capabilities/requirements did not have a namespace; instead, the namespace was just another property to be filtered. It was later separated out because Peter Kriens thought it made more sense this way. Unfortunately, it appears that the resolution process did not get updated to check the separate namespace. This hasn't caused any major issues since we don't have namespace overlap yet, but it should be resolved.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,58350,,,Mon Jul 21 14:42:56 UTC 2008,,,,,,0|i0vyhr:,184561,,,,,,,,"21/Jul/08 14:42;rickhall;I applied a simple patch to fix this. I will close this issue for now, but I didn't do significant testing.",,,,,,,,,,,,,,,,,,,,,,,,,,
Composite service implementation does not support long argument,FELIX-637,12400454,Bug,Closed,FELIX,Felix,software,karlpauls,"OSGi container, services, and related tools",http://felix.apache.org,Major,Fixed,clement.escoffier,clement.escoffier,clement.escoffier,17/Jul/08 09:07,22/Oct/08 14:00,14/Mar/19 02:47,17/Jul/08 09:31,iPOJO-0.8.0,,,,,,,,,,iPOJO-1.0.0,,,,iPOJO,,,,,,,0,,,,,,"When a composite implements a service, the generated class is incorrect if one of the delegated method contains an argument of the type ""long"". The error comes form an issue when computing the stack size. long argument use two ""spaces"" instead of one, so the computed stack size is wrong.",,,0,0,,0%,0,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,58351,,,Wed Oct 22 14:00:39 UTC 2008,,,,,,0|i140zz:,231624,,,,,,,,"17/Jul/08 09:31;clement.escoffier;Fixed in the revision 677545
Improves stack size computation and argument loading to avoid issues with the generated class. ",22/Oct/08 14:00;clement.escoffier;Issue fixed included in the iPOJO 1.0.0 release.,,,,,,,,,,,,,,,,,,,,,,,,,
Bundle-SymbolicName is generated incorrectly,FELIX-636,12400387,Bug,Closed,FELIX,Felix,software,karlpauls,"OSGi container, services, and related tools",http://felix.apache.org,Major,Fixed,mcculls,kenpaulsen,kenpaulsen,16/Jul/08 16:11,27/Aug/08 10:50,14/Mar/19 02:47,04/Aug/08 11:29,maven-bundle-plugin-1.4.1,,,,,,,,,,maven-bundle-plugin-1.4.2,,,,Maven Bundle Plugin,,,,,,,0,,,,,,"I have the following in the pom.xml:

  <groupId>org.glassfish.jsftemplating</groupId>
  <artifactId>jsftemplating</artifactId>

After I build, I get the following in the MANIFEST.MF:

   Bundle-SymbolicName: org.glassfish.jsftemplating

Notice it only has 1 ""jsftemplating"" in the symbolic name.  If I change the artifactId to something else and make no other changes, I get the expected results.  For example, if I put this in the pom.xml:

  <groupId>org.glassfish.jsftemplating</groupId>
  <artifactId>jsft</artifactId>

I get this in the MANIFEST.MF:

   Bundle-SymbolicName: org.glassfish.jsftemplating.jsft

Notice now both the full groupId AND artifact id appear in the symbolic name.  This is what I expected to see. ",Ubuntu,,,,,,,,,,,,,,,,,,,16/Jul/08 16:15;kenpaulsen;pom.xml;https://issues.apache.org/jira/secure/attachment/12386193/pom.xml,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2008-07-16 16:34:32.163,,,no_permission,,,,,,,,,,,58352,,,Wed Aug 27 10:50:16 UTC 2008,,,,,,0|i1aplj:,270613,,,,,,,,"16/Jul/08 16:15;kenpaulsen;This is the pom.xml file which I am using to repackage jsftemplating.  This pom.xml exhibits the problem described in this issue.

Thanks,

Ken Paulsen","16/Jul/08 16:34;mcculls;This is working as designed - by default we use the Maven2OsgiConverter provided by the Maven team to convert the groupId and artifactId combination to a unique Bundle-SymbolicName, and only fall back to use ""groupId.artifactId"" as a last resort. This gives us the best compatibility with other Maven plugins that use the same (shared) component:

   http://svn.apache.org/repos/asf/maven/shared/tags/maven-osgi-0.2.0/src/main/java/org/apache/maven/shared/osgi/DefaultMaven2OsgiConverter.java

The Maven2OsgiConverter component uses the following algorithm to compute the symbolic name:

    /**
     * Get the symbolic name as groupId + ""."" + artifactId, with the following exceptions
     * <ul>
     * <li>if artifact.getFile is not null and the jar contains a OSGi Manifest with
     * Bundle-SymbolicName property then that value is returned</li>
     * <li>if groupId has only one section (no dots) and artifact.getFile is not null then the
     * first package name with classes is returned. eg. commons-logging:commons-logging ->
     * org.apache.commons.logging</li>
     * <li>if artifactId is equal to last section of groupId then groupId is returned. eg.
     * org.apache.maven:maven -> org.apache.maven</li>
     * <li>if artifactId starts with last section of groupId that portion is removed. eg.
     * org.apache.maven:maven-core -> org.apache.maven.core</li>
     * </ul>
     */

If you want to force the bundleplugin to always use ""groupId.artifactId"" as the symbolic name then just use:

      <plugin>
        <groupId>org.apache.felix</groupId>
        <artifactId>maven-bundle-plugin</artifactId>
        <version>1.4.1</version>
        <configuration>
          <instructions>
            <Bundle-SymbolicName>${pom.groupId}.${pom.artifactId}</Bundle-SymbolicName>
            <!-- etc... -->
          </instructions>
        </configuration>
      </plugin>

and this will override the default setting.","16/Jul/08 16:51;sahoo;It will be good to put this information in the documentation page: http://felix.apache.org/site/maven-bundle-plugin-bnd.html, which currently gives the impression that the default is always ${groupId}.${artifactId}. If we don't want to put too much details, in the main documentation section, then it will be good to just let users know that policy is driven by Maven2OSGiConverter. IMO, this can be converted to a doc bug for this plugin.","16/Jul/08 18:02;kenpaulsen;Thanks for the clarification!  Your explanation makes sense and describes how it is functioning.

I agree w/ Sahoo, it would be nice if it were documented with the maven-bundle-plugin-bnd.html documentation.

Thanks!

Ken Paulsen","01/Aug/08 20:01;lukewpatterson;One preference is [1]
	Bundle-SymbolicName = ${project.groupId}.${project.artifactId}
and the other is [2]  
	Bundle-SymbolicName = ${project.artifactId}

If (Bundle-SymbolicName = ${project.artifactId}) is preferred, it seems that the conventional configuration for a pom would be:

        <groupId>someGroupId</groupId>
        <artifactId>${project.groupId}.someArtifactId</artifactId>



It is unfortunate that their isn't agreement on a standard convention.

--------------------------------
Here is an example that has caused me problems:

	SWT has gone from 

	<groupId>org.eclipse.swt</groupId> 
	<artifactId>org.eclipse.swt</artifactId> 
	see [3]

to

	<groupId>org.eclipse</groupId> 
	<artifactId>swt</artifactId> 
	see [4]


Now it sounds like it might go to 
	<groupId>org.eclipse</groupId> 
	<artifactId>org.eclipse.swt</artifactId> 


It's hard to managed mixed transitive dependencies, especially when no relocation poms have been deployed.
--------------------------------



Does anyone have any ideas for forming a more unified approach in the community?


[1] - http://jira.codehaus.org/browse/MECLIPSE-238
[2] - http://mail-archives.apache.org/mod_mbox/maven-dev/200805.mbox/%3C69ECB380-90D7-4718-BD2D-A0E22A85B555@maven.org%3E
[3] - versions 3.2.0 and 3.2.1 @ http://repo1.maven.org/eclipse/
[4] - versions 3.3.0-v3339b, 3.3.0-v3345b and 3.3.0-v3346 @http://repo1.maven.org/eclipse/, versions 3.2.1-v3235e and 3.3.0-v3346 @http://repo1.maven.org/maven2/
",02/Aug/08 17:00;mcculls;Will update online docs with the current algorithm for determining the symbolic name.,04/Aug/08 11:29;mcculls;Updated the wiki: http://cwiki.apache.org/confluence/display/FELIX/Apache+Felix+Maven+Bundle+Plugin+(BND) - changes will appear on the website after an hour or so.,27/Aug/08 10:50;mcculls;Fixed in latest release of the maven-bundle-plugin (1.4.3),,,,,,,,,,,,,,,,,,,
Simplify factory name computation,FELIX-635,12400236,Bug,Closed,FELIX,Felix,software,karlpauls,"OSGi container, services, and related tools",http://felix.apache.org,Major,Fixed,clement.escoffier,clement.escoffier,clement.escoffier,14/Jul/08 18:15,22/Oct/08 14:00,14/Mar/19 02:47,14/Jul/08 18:44,iPOJO-0.8.0,,,,,,,,,,iPOJO-1.0.0,,,,iPOJO,,,,,,,0,,,,,,"The factory name is computed by using the name attribute, the factory attribute and the implementation class name. The factory attribute has a strange role as it can indicate both the factory name and the factory advertising (public or private). 

The factory attribute should not be used. In fact, a cleanest way to compute the factory name would be : 
 - use name if specified, class name otherwise
 - use a (new) ""public"" attribute specifying if the factory is accessible by other bundles (public=""true"", default case) or not (public=""false"")  ",,,0,0,,0%,0,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,58353,,,Wed Oct 22 14:00:39 UTC 2008,,,,,,0|i1410f:,231626,,,,,,,,"14/Jul/08 18:44;clement.escoffier;Fixed in the revision 676672
Simplifies factory name computation. Be aware that the factory attribute is no more supported and is replaced by the public attribute or the name attribute. The factory name is now computed as following:
if name not null use this, otherwise use the classname.
The factory advertising is now set with the public attribute (true by default).
",22/Oct/08 14:00;clement.escoffier;Issue fixed included in the iPOJO 1.0.0 release.,,,,,,,,,,,,,,,,,,,,,,,,,
Component are set to immediate despite they are already immediate,FELIX-632,12400231,Bug,Closed,FELIX,Felix,software,karlpauls,"OSGi container, services, and related tools",http://felix.apache.org,Trivial,Fixed,clement.escoffier,clement.escoffier,clement.escoffier,14/Jul/08 17:58,22/Oct/08 14:00,14/Mar/19 02:47,14/Jul/08 18:42,iPOJO-0.8.0,,,,,,,,,,iPOJO-1.0.0,,,,iPOJO,,,,,,,0,,,,,,"A recent improvement allows iPOJO to detect if a component should be immediate or not. However, the actual implementation introduces a small issue. A component specifying its immediate attribute to true, they iPOJO overrides this. Of course, this has no impact, but could be avoided.",,,0,0,,0%,0,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,58356,,,Wed Oct 22 14:00:39 UTC 2008,,,,,,0|i1apm7:,270616,,,,,,,,"14/Jul/08 18:42;clement.escoffier;Fix in the revision 676672
Improves immediate component detection in order to avoid to re-set a component as immediate when it is already immediate. The detection is applied only when the immediate attribute is not set.
",22/Oct/08 14:00;clement.escoffier;Issue fixed included in the iPOJO 1.0.0 release.,,,,,,,,,,,,,,,,,,,,,,,,,
Architecture service should not publish the instance.name property,FELIX-628,12399834,Bug,Closed,FELIX,Felix,software,karlpauls,"OSGi container, services, and related tools",http://felix.apache.org,Minor,Fixed,,clement.escoffier,clement.escoffier,08/Jul/08 16:24,22/Oct/08 14:00,14/Mar/19 02:47,08/Jul/08 16:50,iPOJO-0.8.0,,,,,,,,,,iPOJO-1.0.0,,,,iPOJO,,,,,,,0,,,,,,"The Architecture service is published with the instance.name property. However, this property should be use only by ""functional"" interfaces. So, this property name should be change in ""architecture.instance"". This allows discovering all services provided by an instance (without interfering with the Architecture service). The property value stills the instance name.",,,0,0,,0%,0,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,58360,,,Wed Oct 22 14:00:38 UTC 2008,,,,,,0|i1apn3:,270620,,,,,,,,"08/Jul/08 16:50;clement.escoffier;Fixed in the revision 674872.
Now, the Architecture service is published the architecture.instance property instead of the instance.name property (used by functional services). This property indicates the instance name.
This change was made for the two Architecture handlers (atomic components and composite components).",22/Oct/08 14:00;clement.escoffier;Issue fixed included in the iPOJO 1.0.0 release.,,,,,,,,,,,,,,,,,,,,,,,,,
Wrong classloader is used to detect bind/unbind methods,FELIX-624,12399707,Bug,Closed,FELIX,Felix,software,karlpauls,"OSGi container, services, and related tools",http://felix.apache.org,Major,Fixed,,cziegeler,cziegeler,07/Jul/08 10:31,25/Aug/08 09:44,14/Mar/19 02:47,08/Jul/08 06:58,scr-1.0.2,,,,,,,,,,scr-1.0.4,,,,Declarative Services (SCR),,,,,,,0,,,,,,"I have two bundles:
Bundle a exporting an abstract class which has a reference to another class (in my test scenario to a class from commons-collections)
Bundle b has a class inheriting from the abstract class from Bundle a

The import package statement in Bundle b does not include the commons-collections class which results in class not found exceptions
when bundle b is started.

This might either be a buig in the maven-bundle-plugin or the used bnd version.

I'll add a simple test case",,,,,,,,,,,,,,,,,,,,07/Jul/08 12:51;cziegeler;Archiv.zip;https://issues.apache.org/jira/secure/attachment/12385393/Archiv.zip,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2008-07-07 10:39:03.793,,,no_permission,,,,,,,,,,,58364,,,Mon Aug 25 09:44:05 UTC 2008,,,,,,0|i14113:,231629,,,,,,,,07/Jul/08 10:32;cziegeler;Test case with two bundles.,"07/Jul/08 10:39;mcculls;I'm not sure that the import is actually needed - have you checked the bytecode to see if the subclass uses the reference?

Note that there is a bug in Eclipse/PDE which does require this import (due to how PDE is grafted on top of JDT) but the bundles will typically deploy without error onto OSGi frameworks.","07/Jul/08 10:47;cziegeler;No, the subclass is not directly using the class from commons-collections. 

Ah, i see (dumb me)  - yes, the bundle is loaded correctly - it's a problem later on with SCR - the scr implementation is not able to instantiate
an instance of this class.

So I guess that this is rather an SCR bug then, right?","07/Jul/08 10:53;mcculls;I ran javap over the subclass and cannot find any reference to commons-collections in the bytecode, so it seems odd this bundle threw a CNFE because it should not need the import during classloading if there is no reference to it in the bytecode / constant pool (at least according to the JVM spec). Also I started the two bundles and the commons-collections bundle (v3.2.1) successfully in Felix and saw no problem - all the bundles resolved ok.","07/Jul/08 10:55;mcculls;Yes, that sounds like an SCR issue - is it using the correct classloader?",07/Jul/08 11:00;mcculls;Moving issue over to SCR for further investigation.,"07/Jul/08 12:50;cziegeler;Ok, i've updated my test case and it seems to be an SCR problem...however I haven't dug into the code yet.

Here's the exception I get when deploying bundle B (after deploying bundle c and a)
07.07.2008 14:48:14.005 *ERROR* [SCR Component Actor] com.cziegeler.test.b [com.c2.Test] Cannot load class used as parameter org.apache.commons.collections.bag.TreeBag (java.lang.ClassNotFoundException: org.apache.commons.collections.bag.TreeBag) java.lang.ClassNotFoundException: org.apache.commons.collections.bag.TreeBag
	at org.apache.felix.framework.Felix.loadBundleClass(Felix.java:1504)
	at org.apache.felix.framework.BundleImpl.loadClass(BundleImpl.java:358)
	at org.apache.felix.scr.impl.DependencyManager.getBindingMethod(DependencyManager.java:734)
	at org.apache.felix.scr.impl.DependencyManager.getBindingMethod(DependencyManager.java:793)
	at org.apache.felix.scr.impl.DependencyManager.getBindingMethod(DependencyManager.java:793)
	at org.apache.felix.scr.impl.DependencyManager.invokeBindMethod(DependencyManager.java:827)
	at org.apache.felix.scr.impl.DependencyManager.bind(DependencyManager.java:651)
	at org.apache.felix.scr.impl.ImmediateComponentManager.createImplementationObject(ImmediateComponentManager.java:203)
	at org.apache.felix.scr.impl.ImmediateComponentManager.createComponent(ImmediateComponentManager.java:133)
	at org.apache.felix.scr.impl.AbstractComponentManager.activateInternal(AbstractComponentManager.java:476)
	at org.apache.felix.scr.impl.AbstractComponentManager.enableInternal(AbstractComponentManager.java:398)
	at org.apache.felix.scr.impl.AbstractComponentManager.access$000(AbstractComponentManager.java:36)
	at org.apache.felix.scr.impl.AbstractComponentManager$1.run(AbstractComponentManager.java:99)
	at org.apache.felix.scr.impl.ComponentActorThread.run(ComponentActorThread.java:85)
07.07.2008 14:48:14.006 *ERROR* [SCR Component Actor] com.cziegeler.test.b [com.c2.Test] bind() method not found
",07/Jul/08 12:51;cziegeler;Updated test case with three bundles,"07/Jul/08 14:50;cziegeler;As discussed in the list, the SCR implementation should not use the classloader of the component itself to load
the parameter classes for the bind/unbind methods. It should rather use the classloader of the class implementing
the bind/unbind methods.
I've implemented a simpler variant which uses the classloader of the bundle exporting the service. This classloader
is definitly able to load the class (and has already loaded it as the service is available). Available with revision 674514.",25/Aug/08 09:44;cziegeler;This has been reimplemented to use the correct classloader with FELIX-694,,,,,,,,,,,,,,,,,
iPOJO Composite Service Instance can use factories twice to create service instance,FELIX-622,12399540,Bug,Closed,FELIX,Felix,software,karlpauls,"OSGi container, services, and related tools",http://felix.apache.org,Major,Fixed,clement.escoffier,clement.escoffier,clement.escoffier,03/Jul/08 14:43,22/Oct/08 14:00,14/Mar/19 02:47,03/Jul/08 15:09,iPOJO-0.8.0,,,,,,,,,,iPOJO-1.0.0,,,,iPOJO,,,,,,,0,,,,,,"When instantiating a service, an iPOJO composite can use a factory several time (for the same service). This must be avoid, as these instances are no disposed when the factory leaves or when the composite stops. This issue occurs when managing an aggregate & optional service instantiation.",,,0,0,,0%,0,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,58366,,,Wed Oct 22 14:00:38 UTC 2008,,,,,,0|i1416f:,231653,,,,,,,,03/Jul/08 15:09;clement.escoffier;Issue fix by avoiding using twice the same factory to instantiate a service. ,22/Oct/08 14:00;clement.escoffier;Issue fixed included in the iPOJO 1.0.0 release.,,,,,,,,,,,,,,,,,,,,,,,,,
Instances not disposed when instances creation failed,FELIX-621,12399537,Bug,Closed,FELIX,Felix,software,karlpauls,"OSGi container, services, and related tools",http://felix.apache.org,Minor,Fixed,clement.escoffier,clement.escoffier,clement.escoffier,03/Jul/08 14:16,22/Oct/08 14:00,14/Mar/19 02:47,03/Jul/08 15:08,iPOJO-0.8.0,,,,,,,,,,iPOJO-1.0.0,,,,iPOJO,,,,,,,0,,,,,,"When the instance creation failed, the instance itself is not disposed. Moreover, handler attached on this instance are not disposed too.
Furthermore as the instance cannot start, this instance is not returned to creator who can't dispose it.",,,0,0,,0%,0,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,58367,,,Wed Oct 22 14:00:38 UTC 2008,,,,,,0|i1apo7:,270625,,,,,,,,"03/Jul/08 15:08;clement.escoffier;Catch configuration and starting exceptions to manage instance destruction. So, the instance is now disposed when the creation failed. Moreover, attached handlers are also disposed.",22/Oct/08 14:00;clement.escoffier;Issue fixed included in the iPOJO 1.0.0 release.,,,,,,,,,,,,,,,,,,,,,,,,,
manifest goal of maven-bundle-plugin ignores _include instruction,FELIX-620,12399509,Bug,Closed,FELIX,Felix,software,karlpauls,"OSGi container, services, and related tools",http://felix.apache.org,Major,Fixed,mcculls,sahoo,sahoo,03/Jul/08 04:39,27/Aug/08 10:50,14/Mar/19 02:47,07/Jul/08 13:21,maven-bundle-plugin-1.4.1,,,,,,,,,,maven-bundle-plugin-1.4.2,,,,Maven Bundle Plugin,,,,,,,0,,,,,,"It appears to me that if I just invoke *manifest* goal of maven-bundle-plugin, it ignores *_include* instruction, where as if I use *bundle* goal, it is used by the plugin. There are various ways to test it. The easiest seems to be using a non-existent file name. Attached are two sets of pom files, pom.xml uses bundle goal, where as pom.xml.notworking uses manifest goal. While using the first one, bnd complains about missing osgi.bundle3 file, where as it does not report any such error while using the first one. That makes me think that the manifest Mojo is not sending the file name to bnd. 

I am attaching a very simple test case along with a README describing the issue.
","Maven version: 2.0.7
Java version: 1.5.0_13-rev
OS name: ""sunos"" version: ""5.11"" arch: ""x86""
",,,,,,,,,,,,,,,,,,,03/Jul/08 04:52;sahoo;Felix-620.zip;https://issues.apache.org/jira/secure/attachment/12385164/Felix-620.zip,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2008-07-07 09:41:45.723,,,no_permission,,,,,,,,,,,58368,,,Wed Aug 27 10:50:15 UTC 2008,,,,,,0|i1apof:,270626,,,,,,,,03/Jul/08 04:52;sahoo;Test case along with README,"07/Jul/08 09:41;mcculls;Actually the include instruction is being processed, but the manifest goal is not reporting the errors/warnings from Bnd.
I have just added code to report these errors/warnings, and the testcase now behaves the same for both of the goals.","07/Jul/08 09:58;sahoo;That's good. But, as I mentioned in the README, the problem is not about missing warning. I also felt that manifest goal was not processing the instructions file. To reproduce this, please do the following (copied and pasted from the README):
Just change pom.xml to use osgi.bundle and 
pom.xml.notworking to use osgi.bundle2. Both these files exist. Now generate
two jars one with each pom.xml. Look at their manifest files. The one created
with bundle goal has only sahoo.osgitest2.foo.api exported, where as the one
with manifest goal exports sahoo.osgitest2.foo.impl as well as api package. So,
it completely ignored the instructions found in osgi.bundle2 file.
","07/Jul/08 10:27;mcculls;No - it does read the instructions from osgi.bundle2 (you can confirm this by adding a unique entry like ""TEST:ME"") - the issue here is actually that the manifest goal is overwriting the included property with a default export based on the contents of the jar, because it checks for the existence of the export instruction in the original POM instructions rather than the merged instructions.

BTW, there is also a typo in osgi.bundle2 where it uses ""_exportcontents"", rather than  ""-exportcontents"".

Instructions inside included files are processed by Bnd, so it expects the notation described on Peter's website (http://aqute.biz/Code/Bnd#directives) i.e. ""-exportcontents"".  However, because XML doesn't allow tags that start with '-' we can't have <-exportcontents> in the POM, so instead we accept <_exportcontents> and transform this internally to ""-exportcontents"" before passing it onto Bnd. But this is only for the POM to get around the XML tag restriction.

","07/Jul/08 13:00;sahoo;Thanks for pointing out the typo in osgi.bundl2. Will the merge behavior of the manifest goal be addressed as part of this issue, or do you want a separate issue (enhancement request) to be filed?",07/Jul/08 13:21;mcculls;Fixed in trunk - manifest goal now follows export instructions from included property files.,08/Jul/08 03:21;sahoo; Thanks for fixing the bug so quickly. When is the next version of maven-bundle-plugin scheduled to be released?I can plan my activity accordingly. ,"08/Jul/08 14:17;mcculls;No firm date yet - but at least by the end of July, if that's any help.","03/Aug/08 18:34;mcculls;This is available for testing in the latest 1.4.2-SNAPSHOT, I expect to start the release vote tomorrow",27/Aug/08 10:50;mcculls;Fixed in latest release of the maven-bundle-plugin (1.4.3),,,,,,,,,,,,,,,,,
SCR information is not inherited when super class is in a 'provided' bundle,FELIX-617,12399379,Bug,Closed,FELIX,Felix,software,karlpauls,"OSGi container, services, and related tools",http://felix.apache.org,Major,Fixed,cziegeler,cziegeler,cziegeler,01/Jul/08 16:21,01/Jul/08 16:46,14/Mar/19 02:47,01/Jul/08 16:46,maven-scr-plugin-1.0.1,maven-scr-plugin-1.0.2,maven-scr-plugin-1.0.3,maven-scr-plugin-1.0.4,maven-scr-plugin-1.0.5,,,,,,maven-scr-plugin-1.0.6,,,,SCR Tooling,,,,,,,0,,,,,,"The mechanism to detect abstract scr configurations from dependencies currently checks the scope for either being runtime or compile. Very often ""provided"" is used for bundle dependencies, so this scope should be allowed as well.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,58371,,,Tue Jul 01 16:46:36 UTC 2008,,,,,,0|i0w01r:,184813,,,,,,,,01/Jul/08 16:46;cziegeler;Fixed in revision 673133,,,,,,,,,,,,,,,,,,,,,,,,,,
Extender pattern handler issue when bundles are leaving,FELIX-613,12398716,Bug,Closed,FELIX,Felix,software,karlpauls,"OSGi container, services, and related tools",http://felix.apache.org,Major,Fixed,clement.escoffier,clement.escoffier,clement.escoffier,20/Jun/08 17:46,22/Oct/08 14:00,14/Mar/19 02:47,03/Jul/08 15:06,iPOJO-0.8.0,,,,,,,,,,iPOJO-1.0.0,,,,iPOJO,,,,,,,0,,,,,,The instances can be notified twice when a bundle is leaving.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,58375,,,Wed Oct 22 14:00:38 UTC 2008,,,,,,0|i0w0lr:,184903,,,,,,,,"03/Jul/08 15:06;clement.escoffier;The handler always call the callback to avoid the issue. Indeed, the instance must be notified when a bundle is leaving regardless its state to release all internal references on the leaving bundle.",22/Oct/08 14:00;clement.escoffier;Issue fixed included in the iPOJO 1.0.0 release.,,,,,,,,,,,,,,,,,,,,,,,,,
ConfigurationAdmin.createFactoryConfiguration should not persist Configuration,FELIX-612,12398500,Bug,Closed,FELIX,Felix,software,karlpauls,"OSGi container, services, and related tools",http://felix.apache.org,Major,Fixed,fmeschbe,fmeschbe,fmeschbe,18/Jun/08 12:59,06/Aug/08 08:32,14/Mar/19 02:47,06/Aug/08 08:28,configadmin-1.0.0,configadmin-1.0.1,,,,,,,,,configadmin-1.0.4,,,,Configuration Admin,,,,,,,0,,,,,,"Currently the ConfigurationAdmin.createFactoryConfiguration methods immediately persist factory configurations upon creating them. This is not really incorrect as per the spec.

The problem comes with this opening the gate for potential garbage configuration to remain. Consider this sample method:

    public void createGarbage( String factoryPid )
    {
        getConfigurationAdmin().createFactoryConfiguration( factoryPid );
    }

This method creates a new factory configuration object on each call and immediately drops any reference to it. Because the configuration PID of the configurations returned is created randomly, there is no way to ever retrieve this configuration again. Why ? getConfiguration cannot be used because the PID is unkown and listConfigurations will not return it because the configuration has no properties yet.

So in the interest of not potentially producing garbage, the createFactoryConfiguration method should not immediately persist the configuration object.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,58376,,,Wed Aug 06 08:32:57 UTC 2008,,,,,,0|i0w087:,184842,,,,,,,,06/Aug/08 08:28;fmeschbe;Commited the fix in Rev. 683162: a configuration object created through one of the createFactoryConfiguration methods is neither registered with the (internal) factory nor is it persisted nor is it cached internally. Only when it is first stored will it be persisted and registered.,"06/Aug/08 08:32;fmeschbe;Deployed snapshot version 1.0.2-20080806.083202-1.

Closing this now.",,,,,,,,,,,,,,,,,,,,,,,,,
